date,event,fighter1,fighter1 - open,fighter1 - 48h,fighter1 - close,fighter2,fighter2 - open,fighter2 - 48h,fighter2 - close,winner
2025-03-09,UFC,Brunno Ferreira,2025-02-24 18:07:00 - price: +105,2025-03-06 21:01:00 - price: +116,2025-03-08 21:01:00 - price: +112,Armen Petrosyan,2025-02-24 18:07:00 - price: -125,2025-03-06 21:01:00 - price: -141,2025-03-08 21:01:00 - price: -134,Brunno Ferreira
2025-03-09,UFC,Rafael Fiziev,2025-02-27 05:11:00 - price: -139,2025-03-07 01:01:00 - price: -163,2025-03-08 23:01:00 - price: -159,Justin Gaethje,2025-02-27 05:11:00 - price: +112,2025-03-07 01:01:00 - price: +133,2025-03-08 23:01:00 - price: +131,Justin Gaethje
2025-03-09,UFC,Francis Marshall,2025-02-24 18:15:00 - price: +290,2025-03-06 17:01:00 - price: +247,2025-03-08 19:01:00 - price: +197,Mairon Santos,2025-02-24 18:15:00 - price: -370,2025-03-06 17:01:00 - price: -322,2025-03-08 19:01:00 - price: -245,Mairon Santos
2025-03-09,UFC,Magomed Ankalaev,2025-01-18 23:01:00 - price: +142,2025-03-07 01:01:00 - price: -107,2025-03-08 23:01:00 - price: +104,Alex Pereira,2025-01-18 23:01:00 - price: -170,2025-03-07 01:01:00 - price: -114,2025-03-08 23:01:00 - price: -125,Magomed Ankalaev
2025-03-09,UFC,King Green,2025-02-24 17:55:00 - price: +430,2025-03-06 23:01:00 - price: +343,2025-03-08 21:01:00 - price: +398,Mauricio Ruffy,2025-02-24 17:55:00 - price: -600,2025-03-06 23:01:00 - price: -464,2025-03-08 21:01:00 - price: -540,Mauricio Ruffy
2025-03-09,UFC,Ignacio Bahamondes,2025-02-24 17:43:00 - price: +100,2025-03-06 23:01:00 - price: -126,2025-03-08 23:01:00 - price: -141,Jalin Turner,2025-02-24 17:43:00 - price: -120,2025-03-06 23:01:00 - price: +102,2025-03-08 23:01:00 - price: +116,Ignacio Bahamondes
2025-03-08,UFC 313,Ozzy Diaz,2025-02-24 18:19:00 - price: +145,2025-03-06 19:01:00 - price: +160,2025-03-08 19:01:00 - price: +161,Djorden Santos,2025-02-24 18:19:00 - price: -175,2025-03-06 19:01:00 - price: -194,2025-03-08 19:01:00 - price: -194,Ozzy Diaz
2025-03-02,UFC,Hyder Amil,2025-02-18 10:37:00 - price: +150,2025-02-27 19:01:00 - price: +164,2025-03-01 19:01:00 - price: +179,William Gomis,2025-02-18 10:37:00 - price: -186,2025-02-27 19:01:00 - price: -202,2025-03-01 19:01:00 - price: -222,Hyder Amil
2025-03-02,UFC,Cody Brundage,2025-02-18 10:37:00 - price: +116,2025-02-27 19:01:00 - price: +104,2025-03-01 19:01:00 - price: -120,Julian Marquez,2025-02-18 10:37:00 - price: -143,2025-02-27 19:01:00 - price: -128,2025-03-01 19:01:00 - price: -101,Cody Brundage
2025-03-02,UFC,Danny Barlow,2025-02-18 10:37:00 - price: -345,2025-02-27 21:01:00 - price: -321,2025-03-01 19:01:00 - price: -222,Sam Patterson,2025-02-18 10:37:00 - price: +260,2025-02-27 21:01:00 - price: +249,2025-03-01 19:01:00 - price: +180,Sam Patterson
2025-03-01,UFC,Lucas Almeida,2025-02-18 10:37:00 - price: +150,2025-02-27 15:01:00 - price: +175,2025-03-01 17:01:00 - price: +209,Danny Silva,2025-02-18 10:37:00 - price: -190,2025-02-27 15:01:00 - price: -220,2025-03-01 17:01:00 - price: -264,Danny Silva
2025-03-01,UFC,Austen Lane,2025-02-18 10:37:00 - price: +265,2025-02-27 19:01:00 - price: +404,2025-03-01 17:01:00 - price: +396,Mario Pinto,2025-02-18 10:37:00 - price: -345,2025-02-27 19:01:00 - price: -559,2025-03-01 17:01:00 - price: -534,Mario Pinto
2025-02-23,UFC,Rob Font,2025-02-16 08:37:00 - price: +130,2025-02-20 22:10:00 - price: +131,2025-02-22 22:07:00 - price: +149,Jean Matsumoto,2025-02-16 08:37:00 - price: -175,2025-02-20 22:10:00 - price: -163,2025-02-22 22:07:00 - price: -179,Rob Font
2025-02-23,UFC,Brendan Allen,2025-12-23 18:29:00 - price: +164,2026-02-20 22:45:00 - price: +255,2026-02-22 22:21:00 - price: +265,Anthony Hernandez,2025-12-23 18:29:00 - price: -198,2026-02-20 22:45:00 - price: -331,2026-02-22 22:21:00 - price: -341,Anthony Hernandez
2025-02-23,UFC,Melquizael Costa,2025-02-13 14:17:00 - price: -110,2025-02-20 20:31:00 - price: -115,2025-02-22 20:11:00 - price: -135,Andre Fili,2025-02-13 14:17:00 - price: -110,2025-02-20 20:31:00 - price: -106,2025-02-22 20:11:00 - price: +112,Melquizael Costa
2025-02-23,UFC,Ibo Aslan,2025-01-14 19:37:00 - price: -155,2025-02-20 21:03:00 - price: -184,2025-02-22 20:37:00 - price: -204,Ion Cutelaba,2025-01-14 19:37:00 - price: +130,2025-02-20 21:03:00 - price: +150,2025-02-22 20:37:00 - price: +169,Ion Cutelaba
2025-02-23,UFC,Austin Vanderford,2025-02-19 06:19:00 - price: +140,2025-02-20 19:01:00 - price: -105,2025-02-22 18:57:00 - price: -106,Nikolay Veretennikov,2025-02-19 06:19:00 - price: -175,2025-02-20 19:01:00 - price: -116,2025-02-22 18:57:00 - price: -113,Austin Vanderford
2025-02-23,UFC,Henry Cejudo,2025-01-14 18:25:00 - price: +165,2025-02-21 00:15:00 - price: +216,2025-02-22 23:17:00 - price: +208,Song Yadong,2025-01-14 18:25:00 - price: -215,2025-02-20 21:57:00 - price: -276,2025-02-22 23:17:00 - price: -261,Song Yadong
2025-02-23,UFC,Mansur Abdul-Malik,2025-02-13 14:17:00 - price: -549,2025-02-20 20:01:00 - price: -1119,2025-02-22 19:43:00 - price: -1223,Nick Klein,2025-02-13 14:17:00 - price: +400,2025-02-20 20:01:00 - price: +692,2025-02-22 19:43:00 - price: +762,Mansur Abdul-Malik
2025-02-23,UFC,Javid Basharat,2025-01-15 13:43:00 - price: -218,2025-02-20 19:31:00 - price: -259,2025-02-22 19:19:00 - price: -256,Ricky Simon,2025-01-15 13:43:00 - price: +180,2025-02-20 19:31:00 - price: +207,2025-02-22 19:19:00 - price: +207,Ricky Simon
2025-02-16,UFC,Dylan Budka,2025-02-04 18:25:00 - price: +250,2025-02-13 20:45:00 - price: +296,2025-02-15 20:07:00 - price: +441,Edmen Shahbazyan,2025-02-04 18:25:00 - price: -310,2025-02-13 20:45:00 - price: -387,2025-02-15 20:07:00 - price: -590,Edmen Shahbazyan
2025-02-16,UFC,Jared Cannonier,2025-02-01 18:23:00 - price: -130,2025-02-13 21:47:00 - price: +184,2025-02-15 20:59:00 - price: +196,Gregory Rodrigues,2025-02-01 18:23:00 - price: +110,2025-02-13 21:47:00 - price: -227,2025-02-15 20:59:00 - price: -242,Jared Cannonier
2025-02-16,UFC,Andre Petroski,2025-02-04 18:31:00 - price: +140,2025-02-13 19:45:00 - price: +216,2025-02-15 19:01:00 - price: +224,Rodolfo Vieira,2025-02-04 18:31:00 - price: -166,2025-02-13 19:45:00 - price: -273,2025-02-15 19:01:00 - price: -283,Andre Petroski
2025-02-16,UFC,Calvin Kattar,2025-02-04 18:21:00 - price: +195,2025-02-13 20:05:00 - price: +359,2025-02-15 20:27:00 - price: +354,Youssef Zalal,2025-02-04 18:21:00 - price: -238,2025-02-13 20:05:00 - price: -486,2025-02-15 20:27:00 - price: -471,Youssef Zalal
2025-02-15,UFC,Angela Hill,2025-02-04 18:41:00 - price: -148,2025-02-13 18:41:00 - price: -111,2025-02-15 18:19:00 - price: -113,Ketlen Souza,2025-02-04 18:41:00 - price: +124,2025-02-13 18:41:00 - price: -111,2025-02-15 18:19:00 - price: -107,Angela Hill
2025-02-15,UFC,Jose Delgado,2025-02-08 14:45:00 - price: -170,2025-02-13 19:15:00 - price: -414,2025-02-15 18:45:00 - price: -566,Connor Matthews,2025-02-08 14:45:00 - price: +142,2025-02-13 19:15:00 - price: +314,2025-02-15 18:45:00 - price: +417,Jose Delgado
2025-02-15,UFC,Jesus Aguilar,2025-02-04 19:17:00 - price: +250,2025-02-13 17:51:00 - price: +348,2025-02-15 17:53:00 - price: +433,Rafael Estevam,2025-02-04 19:17:00 - price: -310,2025-02-13 17:51:00 - price: -464,2025-02-15 17:53:00 - price: -599,Rafael Estevam
2025-02-15,UFC,Julia Avila,2025-02-04 19:39:00 - price: +300,2025-02-13 16:11:00 - price: +490,2025-02-15 16:11:00 - price: +521,Jacqueline Cavalcanti,2025-02-04 19:39:00 - price: -380,2025-02-13 16:11:00 - price: -701,2025-02-15 16:11:00 - price: -740,Jacqueline Cavalcanti
2025-02-15,UFC,Vince Morales,2025-02-04 19:19:00 - price: +190,2025-02-13 17:01:00 - price: +133,2025-02-15 16:57:00 - price: -106,Elijah Smith,2025-02-04 19:19:00 - price: -230,2025-02-13 17:01:00 - price: -162,2025-02-15 16:57:00 - price: -114,Elijah Smith
2025-02-15,UFC,Gabriel Bonfim,2025-02-04 20:01:00 - price: -198,2025-02-13 17:25:00 - price: -224,2025-02-15 17:31:00 - price: -233,Khaos Williams,2025-02-04 20:01:00 - price: +164,2025-02-13 17:25:00 - price: +179,2025-02-15 17:31:00 - price: +188,Gabriel Bonfim
2025-02-09,UFC,Jack Jenkins,2025-01-22 10:21:00 - price: +150,2025-02-06 21:35:00 - price: +182,2025-02-08 21:39:00 - price: +181,Gabriel Santos,2025-01-22 10:21:00 - price: -186,2025-02-06 21:35:00 - price: -225,2025-02-08 21:39:00 - price: -223,Gabriel Santos
2025-02-09,UFC,Dricus Du Plessis,2025-12-07 23:05:00 - price: -130,2026-02-07 00:31:00 - price: -209,2026-02-09 00:39:00 - price: -219,Sean Strickland,2025-12-07 23:05:00 - price: +110,2026-02-07 00:31:00 - price: +171,2026-02-09 00:39:00 - price: +179,Dricus Du Plessis
2025-02-09,UFC,Kevin Jousset,2025-01-22 10:21:00 - price: -180,2025-02-06 19:01:00 - price: -242,2025-02-08 19:09:00 - price: -209,Jonathan Micallef,2025-01-22 10:21:00 - price: +143,2025-02-06 19:01:00 - price: +195,2025-02-08 19:09:00 - price: +172,Jonathan Micallef
2025-02-09,UFC,Jake Matthews,2025-01-29 22:53:00 - price: -225,2025-02-06 22:15:00 - price: -238,2025-02-08 22:19:00 - price: -239,Francisco Prado,2025-01-29 22:53:00 - price: +172,2025-02-06 22:15:00 - price: +191,2025-02-08 22:19:00 - price: +196,Jake Matthews
2025-02-09,UFC,Viacheslav Borshchev,2025-01-22 10:15:00 - price: -148,2025-02-06 21:13:00 - price: -129,2025-02-08 21:09:00 - price: -121,Tom Nolan,2025-01-22 10:15:00 - price: +118,2025-02-06 21:13:00 - price: +106,2025-02-08 21:09:00 - price: +101,Tom Nolan
2025-02-09,UFC,Justin Tafa,2025-01-22 10:21:00 - price: +125,2025-02-06 23:15:00 - price: +119,2025-02-08 23:25:00 - price: +131,Tallison Teixeira,2025-01-22 10:21:00 - price: -157,2025-02-06 23:15:00 - price: -144,2025-02-08 23:25:00 - price: -158,Tallison Teixeira
2025-02-01,UFC,Sergei Pavlovich,2025-12-18 16:37:00 - price: -192,2026-01-30 13:15:00 - price: -322,2026-02-01 13:19:00 - price: -292,Jairzinho Rozenstruik,2025-12-18 16:37:00 - price: +160,2026-01-30 13:15:00 - price: +251,2026-02-01 13:19:00 - price: +235,Sergei Pavlovich
2025-02-01,UFC,Shamil Gaziev,2025-12-20 18:53:00 - price: -375,2026-01-30 11:11:00 - price: -346,2026-02-01 10:47:00 - price: -347,Thomas Petersen,2025-12-20 18:53:00 - price: +295,2026-01-30 11:11:00 - price: +269,2026-02-01 10:47:00 - price: +271,Shamil Gaziev
2025-02-01,UFC,Mayra Bueno Silva,2025-12-20 18:53:00 - price: -120,2026-01-30 09:43:00 - price: +202,2026-02-01 09:03:00 - price: +207,Jasmine Jasudavicius,2025-12-20 18:53:00 - price: +100,2026-01-30 09:43:00 - price: -253,2026-02-01 09:03:00 - price: -259,Jasmine Jasudavicius
2025-02-01,UFC,Damir Hadzovic,2025-12-20 18:53:00 - price: +350,2026-01-30 10:41:00 - price: +361,2026-02-01 10:47:00 - price: +434,Terrance McKinney,2025-12-20 18:53:00 - price: -455,2026-01-30 10:41:00 - price: -500,2026-02-01 10:47:00 - price: -601,Terrance McKinney
2025-02-01,UFC,Mike Davis,2025-01-14 07:53:00 - price: -275,2025-01-30 12:15:00 - price: -143,2025-02-01 12:15:00 - price: -145,Fares Ziam,2025-01-14 07:53:00 - price: +200,2025-01-30 12:15:00 - price: +118,2025-02-01 12:15:00 - price: +120,Fares Ziam
2025-02-01,UFC,Hamdy Abdelwahab,2025-01-14 07:53:00 - price: +105,2025-01-30 09:11:00 - price: -114,2025-02-01 09:15:00 - price: -138,Jamal Pogues,2025-01-14 07:53:00 - price: -138,2025-01-30 09:11:00 - price: -107,2025-02-01 09:15:00 - price: +115,Hamdy Abdelwahab
2025-02-01,UFC,Lucas Alexander,2025-01-20 16:21:00 - price: -115,2025-01-30 09:41:00 - price: -122,2025-02-01 09:51:00 - price: -123,Bogdan Grad,2025-01-20 16:21:00 - price: -105,2025-01-30 09:41:00 - price: +101,2025-02-01 09:51:00 - price: +102,Bogdan Grad
2025-02-01,UFC,Israel Adesanya,2025-12-14 13:13:00 - price: -215,2026-01-30 14:45:00 - price: -162,2026-02-01 14:29:00 - price: -165,Nassourdine Imavov,2025-12-14 13:13:00 - price: +164,2026-01-30 14:15:00 - price: +132,2026-02-01 14:29:00 - price: +136,Nassourdine Imavov
2025-02-01,UFC,Shara Magomedov,2025-12-15 16:37:00 - price: +100,2026-01-30 14:43:00 - price: -187,2026-02-01 13:49:00 - price: -206,Michael Page,2025-12-15 16:37:00 - price: -120,2026-01-30 14:43:00 - price: +152,2026-02-01 13:49:00 - price: +169,Michael Page
2025-01-19,UFC,Muin Gafurov,2025-12-15 16:41:00 - price: +275,2026-01-16 18:41:00 - price: +387,2026-01-18 19:11:00 - price: +503,Rinya Nakamura,2025-12-15 16:41:00 - price: -345,2026-01-16 18:41:00 - price: -534,2026-01-18 19:11:00 - price: -712,Muin Gafurov
2025-01-19,UFC,Jamahal Hill,2025-01-22 16:24:00 - price: +125,2026-01-17 12:23:00 - price: -138,2026-01-18 23:07:00 - price: -121,Jiri Prochazka,2025-01-22 16:24:00 - price: -145,2026-01-17 12:23:00 - price: +114,2026-01-18 23:07:00 - price: +102,Jiri Prochazka
2025-01-19,UFC,Raoni Barcelos,2025-12-15 16:41:00 - price: +440,2026-01-16 21:31:00 - price: +718,2026-01-18 21:27:00 - price: +729,Payton Talbott,2025-12-15 16:41:00 - price: -600,2026-01-16 21:31:00 - price: -1196,2026-01-18 21:27:00 - price: -1209,Raoni Barcelos
2025-01-19,UFC,Jailton Almeida,2025-12-15 16:41:00 - price: -230,2026-01-16 22:25:00 - price: -473,2026-01-18 22:51:00 - price: -466,Serghei Spivac,2025-12-15 16:41:00 - price: +190,2026-01-16 22:25:00 - price: +348,2026-01-18 22:51:00 - price: +350,Jailton Almeida
2025-01-19,UFC,Ailin Perez,2025-12-15 16:41:00 - price: +142,2026-01-16 19:01:00 - price: +205,2026-01-18 19:39:00 - price: +207,Karol Rosa,2025-12-15 16:41:00 - price: -170,2026-01-16 19:01:00 - price: -256,2026-01-18 19:39:00 - price: -255,Ailin Perez
2025-01-19,UFC,Reinier de Ridder,2025-12-15 16:41:00 - price: +124,2026-01-16 22:01:00 - price: -114,2026-01-18 22:17:00 - price: -142,Kevin Holland,2025-12-15 16:41:00 - price: -148,2026-01-16 22:01:00 - price: -107,2026-01-18 22:17:00 - price: +118,Reinier de Ridder
2025-01-19,UFC,Merab Dvalishvili,2025-12-04 20:05:00 - price: +142,2026-01-16 23:31:00 - price: +230,2026-01-18 23:47:00 - price: +215,Umar Nurmagomedov,2025-12-04 20:05:00 - price: -170,2026-01-16 23:31:00 - price: -292,2026-01-18 23:47:00 - price: -267,Merab Dvalishvili
2025-01-18,UFC 311,Clayton Carpenter,2025-12-15 16:41:00 - price: +190,2026-01-16 18:01:00 - price: +258,2026-01-18 17:59:00 - price: +284,Tagir Ulanbekov,2025-12-15 16:41:00 - price: -230,2026-01-16 18:01:00 - price: -336,2026-01-18 17:59:00 - price: -364,Tagir Ulanbekov
2025-01-12,UFC Fight Night,Carlston Harris,2025-12-13 00:41:00 - price: -138,2026-01-09 21:15:00 - price: +114,2026-01-11 20:55:00 - price: +130,Santiago Ponzinibbio,2025-12-13 00:41:00 - price: +105,2026-01-09 21:15:00 - price: -139,2026-01-11 20:55:00 - price: -158,Santiago Ponzinibbio
2025-01-12,UFC Fight Night,Mackenzie Dern,2025-12-09 07:11:00 - price: +140,2026-01-09 21:45:00 - price: +160,2026-01-11 21:37:00 - price: +162,Amanda Ribas,2025-12-09 07:11:00 - price: -165,2026-01-09 21:45:00 - price: -196,2026-01-11 21:37:00 - price: -196,Mackenzie Dern
2025-01-12,UFC Fight Night,Uros Medic,2025-12-14 15:27:00 - price: -165,2026-01-09 19:15:00 - price: -219,2026-01-11 19:11:00 - price: -229,Punahele Soriano,2025-12-14 15:27:00 - price: +135,2026-01-09 19:15:00 - price: +177,2026-01-11 19:11:00 - price: +186,Punahele Soriano
2025-01-12,UFC Fight Night,Chris Curtis,2025-12-14 15:25:00 - price: +185,2026-01-09 19:45:00 - price: +200,2026-01-11 19:57:00 - price: +199,Roman Kopylov,2025-12-14 15:25:00 - price: -225,2026-01-09 20:41:00 - price: -251,2026-01-11 19:57:00 - price: -250,Roman Kopylov
2025-01-12,UFC Fight Night,Cesar Almeida,2025-12-13 00:41:00 - price: -250,2026-01-09 20:45:00 - price: -272,2026-01-11 20:07:00 - price: -268,Abdul Razak Alhassan,2025-12-13 00:41:00 - price: +175,2026-01-09 20:45:00 - price: +215,2026-01-11 20:07:00 - price: +213,Cesar Almeida
2025-01-12,UFC Fight Night,Austin Bashi,2025-12-13 00:41:00 - price: -200,2026-01-09 19:21:00 - price: -274,2026-01-11 19:27:00 - price: -270,Christian Rodriguez,2025-12-13 00:41:00 - price: +150,2026-01-09 18:49:00 - price: +218,2026-01-11 19:27:00 - price: +216,Christian Rodriguez
2025-01-11,UFC Fight Night,Preston Parsons,2025-01-05 17:31:00 - price: +280,2025-01-09 17:19:00 - price: +398,2025-01-11 17:35:00 - price: +446,Jacobe Smith,2025-01-05 17:31:00 - price: -355,2025-01-09 17:19:00 - price: -560,2025-01-11 17:35:00 - price: -620,Jacobe Smith
2025-01-11,UFC Fight Night,Nurullo Aliev,2025-01-05 17:09:00 - price: -425,2025-01-09 16:12:00 - price: -628,2025-01-11 15:49:00 - price: -807,Joe Solecki,2025-01-05 17:09:00 - price: +330,2025-01-09 16:12:00 - price: +441,2025-01-11 15:49:00 - price: +559,Nurullo Aliev
2025-01-11,UFC Fight Night,Magomed Gadzhiyasulov,2025-12-16 02:35:00 - price: -150,2026-01-09 16:45:00 - price: -249,2026-01-11 16:52:00 - price: -283,Bruno Lopes,2025-12-16 02:35:00 - price: +120,2026-01-09 16:45:00 - price: +198,2026-01-11 16:52:00 - price: +225,Bruno Lopes
2025-01-11,UFC Fight Night,Felipe Bunes,2025-12-14 15:29:00 - price: +175,2026-01-09 18:41:00 - price: +151,2026-01-11 18:31:00 - price: +135,Jose Johnson,2025-12-14 15:29:00 - price: -210,2026-01-09 18:41:00 - price: -187,2026-01-11 18:31:00 - price: -162,Felipe Bunes
2024-12-15,UFC Fight Night,Daniel Marcos,2024-11-21 22:50:00 - price: -150,2024-12-12 22:45:00 - price: -215,2024-12-14 22:45:00 - price: -256,Adrian Yanez,2024-11-21 22:50:00 - price: +110,2024-12-12 22:45:00 - price: +176,2024-12-14 22:45:00 - price: +206,Daniel Marcos
2024-12-15,UFC Fight Night,Davey Grant,2024-11-27 18:40:00 - price: +122,2024-12-12 19:35:00 - price: -110,2024-12-14 19:41:00 - price: -106,Ramon Taveras,2024-11-27 18:40:00 - price: -145,2024-12-12 19:35:00 - price: -110,2024-12-14 19:41:00 - price: -114,Davey Grant
2024-12-15,UFC Fight Night,Miles Johns,2024-12-08 23:51:00 - price: +200,2024-12-12 20:31:00 - price: +198,2024-12-14 20:36:00 - price: +215,Felipe Lima,2024-12-08 23:51:00 - price: -250,2024-12-12 20:31:00 - price: -246,2024-12-14 20:36:00 - price: -268,Felipe Lima
2024-12-15,UFC Fight Night,Joaquin Buckley,2024-11-16 16:31:00 - price: -105,2024-12-13 00:45:00 - price: -272,2024-12-15 00:51:00 - price: -213,Colby Covington,2024-11-16 16:31:00 - price: -115,2024-12-13 00:45:00 - price: +217,2024-12-15 00:51:00 - price: +174,Joaquin Buckley
2024-12-15,UFC Fight Night,Billy Quarantillo,2024-11-21 22:50:00 - price: -150,2024-12-13 00:16:00 - price: -158,2024-12-15 00:21:00 - price: -188,Cub Swanson,2024-11-21 22:50:00 - price: +110,2024-12-13 00:16:00 - price: +129,2024-12-15 00:21:00 - price: +156,Cub Swanson
2024-12-15,UFC Fight Night,Dustin Jacoby,2024-11-27 17:32:00 - price: +205,2024-12-12 23:15:00 - price: +252,2024-12-14 23:21:00 - price: +256,Vitor Petrino,2024-11-27 17:32:00 - price: -250,2024-12-12 23:15:00 - price: -322,2024-12-14 23:21:00 - price: -330,Dustin Jacoby
2024-12-15,UFC Fight Night,Jamey-Lyn Horth,2024-11-21 22:50:00 - price: +240,2024-12-12 20:59:00 - price: +414,2024-12-14 20:07:00 - price: +563,Miranda Maverick,2024-11-21 22:50:00 - price: -350,2024-12-12 20:11:00 - price: -576,2024-12-14 20:07:00 - price: -811,Miranda Maverick
2024-12-15,UFC Fight Night,Fernando Padilla,2024-11-27 17:40:00 - price: +155,2024-12-12 20:51:00 - price: +130,2024-12-14 21:05:00 - price: +132,Sean Woodson,2024-11-27 17:40:00 - price: -185,2024-12-12 20:51:00 - price: -159,2024-12-14 21:05:00 - price: -160,Sean Woodson
2024-12-15,UFC Fight Night,Ottman Azaitar,2024-11-21 22:50:00 - price: +150,2024-12-12 21:36:00 - price: +175,2024-12-14 21:45:00 - price: +197,Michael Johnson,2024-11-21 22:50:00 - price: -200,2024-12-12 21:36:00 - price: -217,2024-12-14 21:45:00 - price: -245,Michael Johnson
2024-12-08,UFC,Bryan Battle,2024-11-19 02:38:00 - price: -250,2024-12-05 20:15:00 - price: -223,2024-12-07 20:07:00 - price: -192,Randy Brown,2024-11-19 02:38:00 - price: +175,2024-12-05 20:15:00 - price: +180,2024-12-07 20:07:00 - price: +158,Bryan Battle
2024-12-08,UFC,Lukasz Brzeski,2024-11-23 16:55:00 - price: +380,2024-12-05 18:05:00 - price: +431,2024-12-07 17:56:00 - price: +440,Kennedy Nzechukwu,2024-11-23 16:55:00 - price: -500,2024-12-05 18:05:00 - price: -595,2024-12-07 17:56:00 - price: -610,Kennedy Nzechukwu
2024-12-08,UFC,Dominick Reyes,2024-11-19 02:38:00 - price: -275,2024-12-05 21:36:00 - price: -353,2024-12-07 21:39:00 - price: -429,Anthony Smith,2024-11-19 02:38:00 - price: +200,2024-12-05 21:36:00 - price: +269,2024-12-07 21:39:00 - price: +322,Dominick Reyes
2024-12-08,UFC,Ian Machado Garry,2024-11-16 12:06:00 - price: +215,2024-12-05 23:45:00 - price: +294,2024-12-08 00:06:00 - price: +315,Shavkat Rakhmonov,2024-11-16 12:06:00 - price: -290,2024-12-05 23:45:00 - price: -387,2024-12-08 00:06:00 - price: -418,Shavkat Rakhmonov
2024-12-08,UFC,Eryk Anders,2024-11-23 16:47:00 - price: -120,2024-12-05 19:42:00 - price: -107,2024-12-07 19:40:00 - price: -108,Chris Weidman,2024-11-23 16:47:00 - price: +100,2024-12-05 19:42:00 - price: -114,2024-12-07 19:40:00 - price: -112,Eryk Anders
2024-12-08,UFC,Dooho Choi,2024-11-19 02:38:00 - price: +120,2024-12-05 22:16:00 - price: +112,2024-12-07 22:17:00 - price: +113,Nate Landwehr,2024-11-19 02:38:00 - price: -163,2024-12-05 22:16:00 - price: -136,2024-12-07 22:17:00 - price: -137,Dooho Choi
2024-12-08,UFC,Movsar Evloev,2024-10-15 11:47:00 - price: -230,2024-12-05 20:35:00 - price: -255,2024-12-07 20:40:00 - price: -237,Aljamain Sterling,2024-10-15 11:47:00 - price: +180,2024-12-05 19:49:00 - price: +202,2024-12-07 20:40:00 - price: +192,Movsar Evloev
2024-12-08,UFC,Michael Chiesa,2024-11-19 02:38:00 - price: +120,2024-12-05 18:52:00 - price: -112,2024-12-07 18:42:00 - price: -142,Max Griffin,2024-11-19 02:38:00 - price: -163,2024-12-05 18:52:00 - price: -109,2024-12-07 18:42:00 - price: +118,Michael Chiesa
2024-12-08,UFC,Ciryl Gane,2024-10-15 11:47:00 - price: -240,2024-12-05 23:16:00 - price: -371,2024-12-07 23:23:00 - price: -356,Alexander Volkov,2024-10-15 11:47:00 - price: +188,2024-12-05 23:16:00 - price: +284,2024-12-07 23:23:00 - price: +278,Ciryl Gane
2024-12-08,UFC,Kai Asakura,2024-10-15 11:47:00 - price: +185,2024-12-06 00:07:00 - price: +207,2024-12-08 00:55:00 - price: +180,Alexandre Pantoja,2024-10-15 11:47:00 - price: -235,2024-12-06 00:32:00 - price: -258,2024-12-08 00:55:00 - price: -218,Alexandre Pantoja
2024-12-08,UFC,Clay Guida,2024-11-20 14:52:00 - price: +500,2024-12-05 18:26:00 - price: +684,2024-12-07 17:51:00 - price: +721,Chase Hooper,2024-11-20 14:52:00 - price: -700,2024-12-05 18:26:00 - price: -1116,2024-12-07 17:51:00 - price: -1173,Chase Hooper
2024-12-08,UFC,Kron Gracie,2024-11-23 16:43:00 - price: +380,2024-12-05 22:45:00 - price: +540,2024-12-07 22:51:00 - price: +590,Bryce Mitchell,2024-11-23 16:43:00 - price: -500,2024-12-05 22:45:00 - price: -809,2024-12-07 22:51:00 - price: -891,Bryce Mitchell
2024-12-08,UFC,Themba Gorimbo,2024-11-19 02:52:00 - price: -250,2024-12-05 21:31:00 - price: -159,2024-12-07 21:13:00 - price: -165,Vicente Luque,2024-11-19 02:52:00 - price: +175,2024-12-05 21:05:00 - price: +130,2024-12-07 21:13:00 - price: +136,Vicente Luque
2024-11-23,UFC,Volkan Oezdemir,2024-11-13 12:33:00 - price: +205,2024-11-21 06:45:00 - price: +193,2024-11-23 06:35:00 - price: +230,Carlos Ulberg,2024-11-13 12:33:00 - price: -265,2024-11-21 06:45:00 - price: -242,2024-11-23 06:35:00 - price: -290,Carlos Ulberg
2024-11-23,UFC,Lone'er Kavanagh,2024-11-13 12:37:00 - price: -375,2024-11-21 04:01:00 - price: -347,2024-11-23 04:06:00 - price: -339,Jose Ochoa,2024-11-13 12:37:00 - price: +275,2024-11-21 04:01:00 - price: +265,2024-11-23 04:06:00 - price: +266,Lone'er Kavanagh
2024-11-17,UFC,Viviane Araujo,2024-11-01 18:15:00 - price: +190,2024-11-14 22:57:00 - price: +229,2024-11-16 22:56:00 - price: +242,Karine Silva,2024-11-01 18:15:00 - price: -230,2024-11-14 22:57:00 - price: -291,2024-11-16 22:56:00 - price: -309,Viviane Araujo
2024-11-17,UFC,Michael Chandler,2024-09-13 21:28:00 - price: +164,2024-11-14 22:53:00 - price: +209,2024-11-17 00:01:00 - price: +206,Charles Oliveira,2024-09-13 21:28:00 - price: -198,2024-11-14 23:19:00 - price: -269,2024-11-17 00:01:00 - price: -257,Charles Oliveira
2024-11-17,UFC,James Llontop,2024-11-01 19:34:00 - price: +500,2024-11-14 22:16:00 - price: +565,2024-11-16 22:03:00 - price: +632,Mauricio Ruffy,2024-11-01 19:34:00 - price: -700,2024-11-14 22:16:00 - price: -867,2024-11-16 22:03:00 - price: -975,Mauricio Ruffy
