date,event,fighter1,fighter1 - open,fighter1 - 48h,fighter1 - close,fighter2,fighter2 - open,fighter2 - 48h,fighter2 - close,winner
2023-07-15,UFC Fight Night 225,Ashlee Evans-Smith,2023-06-26 06:38:00 - price: +200,2023-07-13 19:06:00 - price: +178,2023-07-15 19:13:00 - price: +204,Ailin Perez,2023-06-26 06:38:00 - price: -275,2023-07-13 19:06:00 - price: -220,2023-07-15 19:13:00 - price: -253,Ailin Perez
2023-07-15,UFC Fight Night 225,Carl Deaton,2023-06-26 06:38:00 - price: +140,2023-07-13 19:30:00 - price: +148,2023-07-15 19:37:00 - price: +183,Alexander Munoz,2023-06-26 06:38:00 - price: -188,2023-07-13 19:30:00 - price: -182,2023-07-15 19:37:00 - price: -225,Alexander Munoz
2023-07-15,UFC Fight Night 225,Evan Elder,2023-06-30 10:05:00 - price: -275,2023-07-13 20:16:00 - price: -314,2023-07-15 20:19:00 - price: -316,Genaro Valdez,2023-06-30 10:05:00 - price: +225,2023-07-13 20:16:00 - price: +243,2023-07-15 20:19:00 - price: +245,Evan Elder
2023-07-15,UFC Fight Night 225,Melquizael Costa,2023-06-26 06:38:00 - price: -138,2023-07-13 21:00:00 - price: -220,2023-07-15 20:54:00 - price: -236,Austin Lingo,2023-06-26 06:38:00 - price: +105,2023-07-13 21:00:00 - price: +178,2023-07-15 20:54:00 - price: +189,Melquizael Costa
2023-07-09,UFC,Brandon Moreno,2023-06-02 12:45:00 - price: -186,2023-07-06 23:30:00 - price: -205,2023-07-08 23:42:00 - price: -195,Alexandre Pantoja,2023-06-02 12:45:00 - price: +144,2023-07-06 23:30:00 - price: +168,2023-07-08 23:42:00 - price: +163,Alexandre Pantoja
2023-07-09,UFC,Dan Hooker,2023-06-02 12:45:00 - price: +154,2023-07-06 22:44:00 - price: +226,2023-07-08 22:38:00 - price: +239,Jalin Turner,2023-06-02 12:45:00 - price: -200,2023-07-06 22:44:00 - price: -285,2023-07-08 22:38:00 - price: -304,Dan Hooker
2023-07-09,UFC,Robbie Lawler,2023-06-22 08:26:00 - price: +163,2023-07-06 21:29:00 - price: +201,2023-07-08 21:30:00 - price: +179,Niko Price,2023-06-22 08:26:00 - price: -225,2023-07-06 21:29:00 - price: -254,2023-07-08 21:30:00 - price: -221,Robbie Lawler
2023-07-09,UFC,Dricus Du Plessis,2023-06-11 04:00:00 - price: +275,2023-07-06 23:10:00 - price: +299,2023-07-08 23:14:00 - price: +276,Robert Whittaker,2023-06-11 04:00:00 - price: -385,2023-07-06 23:10:00 - price: -395,2023-07-08 23:14:00 - price: -353,Dricus Du Plessis
2023-07-09,UFC,Denise Gomes,2023-06-22 08:26:00 - price: +300,2023-07-06 20:10:00 - price: +297,2023-07-08 19:28:00 - price: +297,Yazmin Jauregui,2023-06-22 08:26:00 - price: -450,2023-07-06 20:10:00 - price: -393,2023-07-08 19:28:00 - price: -386,Denise Gomes
2023-07-08,UFC 290,Kamuela Kirk,2023-06-22 08:26:00 - price: +150,2023-07-06 18:06:00 - price: +119,2023-07-08 18:13:00 - price: +137,Esteban Ribovics,2023-06-22 08:26:00 - price: -200,2023-07-06 18:06:00 - price: -145,2023-07-08 18:13:00 - price: -169,Esteban Ribovics
2023-07-08,UFC 290,Vitor Petrino,2023-06-22 08:26:00 - price: -275,2023-07-06 19:16:00 - price: -261,2023-07-08 19:32:00 - price: -264,Marcin Prachnio,2023-06-22 08:26:00 - price: +200,2023-07-06 19:16:00 - price: +205,2023-07-08 19:32:00 - price: +211,Vitor Petrino
2023-07-02,UFC Fight Night,Grant Dawson,2023-06-16 06:00:00 - price: +120,2023-06-29 21:00:00 - price: -110,2023-07-01 21:04:00 - price: +103,Damir Ismagulov,2023-06-16 06:00:00 - price: -163,2023-06-29 21:00:00 - price: -111,2023-07-01 21:04:00 - price: -125,Grant Dawson
2023-07-02,UFC Fight Night,Max Griffin,2023-06-16 06:00:00 - price: +163,2023-06-29 20:30:00 - price: +206,2023-07-01 20:20:00 - price: +205,Michael Morales,2023-06-16 06:00:00 - price: -225,2023-06-29 20:30:00 - price: -260,2023-07-01 20:20:00 - price: -257,Michael Morales
2023-07-01,UFC Fight Night: Strickland vs. Magomedov,Joanderson Brito,2023-06-26 05:46:00 - price: -800,2023-06-29 17:50:00 - price: -1368,2023-07-01 18:09:00 - price: -1393,Westin Wilson,2023-06-26 05:46:00 - price: +500,2023-06-29 17:50:00 - price: +770,2023-07-01 18:09:00 - price: +796,Joanderson Brito
2023-07-01,UFC Fight Night: Strickland vs. Magomedov,Karol Rosa,2023-06-20 11:02:00 - price: -210,2023-06-29 17:26:00 - price: -174,2023-07-01 17:46:00 - price: -185,Yana Santos,2023-06-20 11:02:00 - price: +170,2023-06-29 17:26:00 - price: +141,2023-07-01 17:46:00 - price: +153,Karol Rosa
2023-07-01,UFC Fight Night: Strickland vs. Magomedov,Luana Carolina,2023-06-16 07:14:00 - price: +163,2023-06-29 16:36:00 - price: +180,2023-07-01 16:48:00 - price: +159,Ivana Petrovic,2023-06-16 07:14:00 - price: -225,2023-06-29 16:36:00 - price: -226,2023-07-01 16:48:00 - price: -192,Luana Carolina
2023-07-01,UFC Fight Night: Strickland vs. Magomedov,Blagoy Ivanov,2023-06-16 06:08:00 - price: -105,2023-06-29 16:10:00 - price: +113,2023-07-01 15:56:00 - price: +114,Alexandr Romanov,2023-06-16 06:08:00 - price: -125,2023-06-29 16:10:00 - price: -139,2023-07-01 15:56:00 - price: -138,Alexandr Romanov
2023-07-01,UFC Fight Night: Strickland vs. Magomedov,Brunno Ferreira,2023-06-26 05:46:00 - price: -138,2023-06-29 19:00:00 - price: -216,2023-07-01 19:04:00 - price: -236,Nursulton Ruziboev,2023-06-26 05:46:00 - price: +110,2023-06-29 19:00:00 - price: +175,2023-07-01 19:04:00 - price: +190,Nursulton Ruziboev
2023-07-01,UFC Fight Night: Strickland vs. Magomedov,Rinat Fakhretdinov,2023-06-16 06:10:00 - price: -250,2023-06-29 18:20:00 - price: -201,2023-07-01 18:26:00 - price: -214,Kevin Lee,2023-06-16 06:10:00 - price: +175,2023-06-29 18:20:00 - price: +165,2023-07-01 18:26:00 - price: +174,Rinat Fakhretdinov
2023-06-24,UFC Fight Night 228,Nicolas Dalby,2023-05-30 04:06:00 - price: +163,2023-06-15 21:36:00 - price: +155,2023-06-17 22:34:00 - price: +151,Muslim Salikhov,2023-05-30 04:06:00 - price: -225,2023-06-15 21:36:00 - price: -191,2023-06-17 22:34:00 - price: -183,Nicolas Dalby
2023-06-24,UFC Fight Night 228,Maycee Barber,2023-06-10 08:42:00 - price: +120,2023-06-22 16:30:00 - price: +161,2023-06-24 16:42:00 - price: +163,Amanda Ribas,2023-06-10 08:42:00 - price: -163,2023-06-22 16:30:00 - price: -198,2023-06-24 16:42:00 - price: -200,Maycee Barber
2023-06-24,UFC Fight Night 228,Jamall Emmers,2023-06-10 08:42:00 - price: -188,2023-06-22 12:10:00 - price: -212,2023-06-24 12:14:00 - price: -200,Jack Jenkins,2023-06-10 08:42:00 - price: +140,2023-06-22 12:10:00 - price: +170,2023-06-24 12:14:00 - price: +163,Jack Jenkins
2023-06-24,UFC Fight Night 228,Tabatha Ricci,2023-06-10 08:42:00 - price: -138,2023-06-22 13:16:00 - price: -135,2023-06-24 13:38:00 - price: -131,Gillian Robertson,2023-06-10 08:42:00 - price: +105,2023-06-22 13:16:00 - price: +110,2023-06-24 13:38:00 - price: +106,Tabatha Ricci
2023-06-24,UFC Fight Night 228,David Onama,2023-06-11 13:30:00 - price: +185,2023-06-22 15:40:00 - price: +184,2023-06-24 15:38:00 - price: +182,Gabriel Santos,2023-06-11 13:30:00 - price: -235,2023-06-22 15:40:00 - price: -229,2023-06-24 15:38:00 - price: -225,David Onama
2023-06-24,UFC Fight Night 228,Randy Brown,2023-06-10 08:42:00 - price: -250,2023-06-22 14:12:00 - price: -235,2023-06-24 14:24:00 - price: -254,Wellington Turman,2023-06-10 08:42:00 - price: +175,2023-06-22 14:12:00 - price: +187,2023-06-24 14:24:00 - price: +199,Randy Brown
2023-06-24,UFC Fight Night 228,Josh Emmett,2023-04-04 18:04:00 - price: +170,2023-06-22 17:00:00 - price: +267,2023-06-24 17:20:00 - price: +285,Ilia Topuria,2023-04-04 18:04:00 - price: -200,2023-06-22 17:00:00 - price: -342,2023-06-24 17:20:00 - price: -362,Ilia Topuria
2023-06-17,UFC Fight Night 227,Christian Leroy Duncan,2023-05-30 04:12:00 - price: -150,2023-06-15 23:30:00 - price: -155,2023-06-17 23:20:00 - price: -163,Armen Petrosyan,2023-05-30 04:12:00 - price: +110,2023-06-15 23:30:00 - price: +127,2023-06-17 23:20:00 - price: +134,Armen Petrosyan
2023-06-17,UFC Fight Night 227,Jared Cannonier,2023-05-24 22:24:00 - price: +154,2023-06-16 00:20:00 - price: +101,2023-06-18 00:30:00 - price: +106,Marvin Vettori,2023-05-24 22:24:00 - price: -200,2023-06-16 00:20:00 - price: -124,2023-06-18 00:30:00 - price: -128,Jared Cannonier
2023-06-17,UFC Fight Night 227,Denys Bondar,2023-06-09 09:40:00 - price: +110,2023-06-15 20:00:00 - price: -132,2023-06-17 20:38:00 - price: -145,Carlos Hernandez,2023-06-09 09:40:00 - price: -138,2023-06-15 20:00:00 - price: +108,2023-06-17 20:38:00 - price: +120,Carlos Hernandez
2023-06-17,UFC Fight Night 227,Alessandro Costa,2023-05-30 04:06:00 - price: -250,2023-06-15 21:16:00 - price: -266,2023-06-17 21:36:00 - price: -299,Jimmy Flick,2023-05-30 04:06:00 - price: +175,2023-06-15 21:16:00 - price: +209,2023-06-17 21:36:00 - price: +236,Alessandro Costa
2023-06-17,UFC Fight Night 227,Nikolas Motta,2023-05-30 04:06:00 - price: +120,2023-06-15 22:40:00 - price: +149,2023-06-17 22:40:00 - price: +158,Manuel Torres,2023-05-30 04:06:00 - price: -163,2023-06-15 22:40:00 - price: -182,2023-06-17 22:40:00 - price: -193,Manuel Torres
2023-06-17,UFC Fight Night 227,Joaquim Silva,2023-05-30 04:12:00 - price: +500,2023-06-15 23:56:00 - price: +672,2023-06-17 23:50:00 - price: +711,Arman Tsarukyan,2023-05-30 04:12:00 - price: -1000,2023-06-15 23:56:00 - price: -1091,2023-06-17 23:50:00 - price: -1186,Arman Tsarukyan
2023-06-17,UFC Fight Night 227,Lucas Almeida,2023-05-30 04:06:00 - price: +140,2023-06-15 23:08:00 - price: +157,2023-06-17 23:06:00 - price: +156,Pat Sabatini,2023-05-30 04:06:00 - price: -188,2023-06-15 23:08:00 - price: -193,2023-06-17 23:06:00 - price: -190,Pat Sabatini
2023-06-10,UFC 289,Jasmine Jasudavicius,2023-05-14 15:30:00 - price: +190,2023-06-08 21:10:00 - price: +244,2023-06-10 21:00:00 - price: +204,Miranda Maverick,2023-05-14 15:30:00 - price: -225,2023-06-08 21:10:00 - price: -308,2023-06-10 21:00:00 - price: -250,Jasmine Jasudavicius
2023-06-10,UFC 289,Adam Fugitt,2023-05-14 15:38:00 - price: +277,2023-06-08 23:06:00 - price: +171,2023-06-10 23:24:00 - price: +177,Mike Malott,2023-05-14 15:38:00 - price: -337,2023-06-08 23:06:00 - price: -211,2023-06-10 23:24:00 - price: -218,Mike Malott
2023-06-10,UFC 289,Irene Aldana,2023-05-14 15:38:00 - price: +475,2023-06-09 00:04:00 - price: +266,2023-06-11 00:18:00 - price: +274,Amanda Nunes,2023-05-14 15:38:00 - price: -650,2023-06-09 00:04:00 - price: -346,2023-06-11 00:18:00 - price: -349,Amanda Nunes
2023-06-03,UFC on ESPN: Hermansson vs. Allen,Johnny Munoz,2023-05-09 19:32:00 - price: -180,2023-06-01 21:24:00 - price: +178,2023-06-03 20:39:00 - price: +182,Daniel Santos,2023-05-09 19:32:00 - price: +155,2023-06-01 21:24:00 - price: -221,2023-06-03 20:39:00 - price: -224,Daniel Santos
2023-06-03,UFC on ESPN: Hermansson vs. Allen,Maxim Grishin,2023-05-09 21:20:00 - price: -115,2023-06-01 18:17:00 - price: -136,2023-06-03 18:13:00 - price: -129,Philipe Lins,2023-05-09 21:20:00 - price: -105,2023-06-01 18:17:00 - price: +112,2023-06-03 18:13:00 - price: +107,Philipe Lins
2023-06-03,UFC on ESPN: Hermansson vs. Allen,John Castaneda,2023-05-31 03:35:00 - price: -138,2023-06-01 19:45:00 - price: -129,2023-06-03 19:50:00 - price: -126,Muin Gafurov,2023-05-31 03:35:00 - price: +110,2023-06-01 19:45:00 - price: +104,2023-06-03 19:50:00 - price: +103,John Castaneda
2023-06-03,UFC on ESPN: Hermansson vs. Allen,Jinh Yu Frey,2023-05-09 19:40:00 - price: -175,2023-06-01 19:06:00 - price: +107,2023-06-03 19:00:00 - price: +110,Elise Reed,2023-05-09 19:40:00 - price: +150,2023-06-01 19:06:00 - price: -131,2023-06-03 19:00:00 - price: -134,Elise Reed
2023-06-03,UFC on ESPN: Hermansson vs. Allen,Alex Caceres,2023-05-09 19:44:00 - price: -190,2023-06-01 22:56:00 - price: -178,2023-06-03 23:02:00 - price: -190,Daniel Pineda,2023-05-09 19:44:00 - price: +165,2023-06-01 22:56:00 - price: +147,2023-06-03 23:02:00 - price: +158,Alex Caceres
2023-06-03,UFC on ESPN: Hermansson vs. Allen,Karine Silva,2023-05-09 19:40:00 - price: -110,2023-06-01 21:40:00 - price: -217,2023-06-03 21:51:00 - price: -210,Ketlen Souza,2023-05-09 19:40:00 - price: -110,2023-06-01 21:40:00 - price: +177,2023-06-03 21:51:00 - price: +173,Karine Silva
2023-05-20,UFC Fight Night 226,Emily Ducote,2023-05-07 09:40:00 - price: +170,2023-05-18 20:30:00 - price: +128,2023-05-20 20:03:00 - price: +123,Loopy Godinez,2023-05-07 09:40:00 - price: -200,2023-05-18 20:30:00 - price: -155,2023-05-20 20:03:00 - price: -147,Loopy Godinez
2023-05-20,UFC Fight Night 226,Victoria Leonardo,2023-05-07 09:50:00 - price: +425,2023-05-18 16:50:00 - price: +663,2023-05-20 16:41:00 - price: +629,Natalia Silva,2023-05-07 09:50:00 - price: -600,2023-05-18 16:50:00 - price: -1029,2023-05-20 16:41:00 - price: -1007,Natalia Silva
2023-05-20,UFC Fight Night 226,Mackenzie Dern,2023-04-28 23:37:00 - price: -188,2023-05-18 21:30:00 - price: -178,2023-05-20 21:00:00 - price: -167,Angela Hill,2023-04-28 23:37:00 - price: +140,2023-05-18 21:30:00 - price: +147,2023-05-20 21:00:00 - price: +139,Mackenzie Dern
2023-05-20,UFC Fight Night 226,Themba Gorimbo,2023-05-07 09:56:00 - price: -165,2023-05-18 16:35:00 - price: -118,2023-05-20 16:22:00 - price: -129,Takashi Sato,2023-05-07 09:56:00 - price: +145,2023-05-18 16:35:00 - price: -103,2023-05-20 16:22:00 - price: +107,Themba Gorimbo
2023-05-20,UFC Fight Night 226,Joaquin Buckley,2023-05-07 19:50:00 - price: -180,2023-05-18 20:08:00 - price: -224,2023-05-20 19:41:00 - price: -223,Andre Fialho,2023-05-07 19:50:00 - price: +155,2023-05-18 20:08:00 - price: +181,2023-05-20 19:41:00 - price: +182,Joaquin Buckley
2023-05-20,UFC Fight Night 226,Ilir Latifi,2023-05-07 09:46:00 - price: +145,2023-05-18 17:40:00 - price: +156,2023-05-20 17:26:00 - price: +159,Rodrigo Nascimento,2023-05-07 09:46:00 - price: -170,2023-05-18 17:40:00 - price: -189,2023-05-20 17:26:00 - price: -192,Rodrigo Nascimento
2023-05-20,UFC Fight Night 226,Anthony Hernandez,2023-05-07 19:50:00 - price: -255,2023-05-18 20:56:00 - price: -213,2023-05-20 20:38:00 - price: -205,Edmen Shahbazyan,2023-05-07 19:50:00 - price: +215,2023-05-18 20:56:00 - price: +175,2023-05-20 20:38:00 - price: +169,Anthony Hernandez
2023-05-20,UFC Fight Night 226,Orion Cosce,2023-05-07 09:46:00 - price: -230,2023-05-18 18:07:00 - price: -119,2023-05-20 18:02:00 - price: -105,Gilbert Urbina,2023-05-07 09:46:00 - price: +195,2023-05-18 18:07:00 - price: -103,2023-05-20 18:02:00 - price: -115,Gilbert Urbina
2023-05-20,UFC Fight Night 226,Nick Fiore,2023-05-07 09:50:00 - price: -104,2023-05-18 17:16:00 - price: -133,2023-05-20 17:01:00 - price: -126,Chase Hooper,2023-05-07 09:50:00 - price: -116,2023-05-18 17:16:00 - price: +109,2023-05-20 17:01:00 - price: +104,Chase Hooper
2023-05-13,UFC Fight Night: Smith vs Walker,Douglas Silva de Andrade,2023-04-26 19:06:00 - price: +150,2023-05-11 13:25:00 - price: +130,2023-05-13 13:46:00 - price: +134,Cody Stamann,2023-04-26 19:06:00 - price: -175,2023-05-11 13:25:00 - price: -159,2023-05-13 13:46:00 - price: -162,Douglas Silva de Andrade
2023-05-13,UFC Fight Night: Smith vs Walker,Chase Sherman,2023-04-26 19:06:00 - price: +290,2023-05-11 13:50:00 - price: +306,2023-05-13 14:15:00 - price: +322,Karl Williams,2023-04-26 19:06:00 - price: -355,2023-05-11 13:50:00 - price: -406,2023-05-13 14:15:00 - price: -423,Karl Williams
2023-05-13,UFC Fight Night: Smith vs Walker,Bryan Battle,2023-05-04 13:42:00 - price: -125,2023-05-11 12:07:00 - price: +111,2023-05-13 12:54:00 - price: +112,Gabe Green,2023-05-04 13:42:00 - price: +105,2023-05-11 12:07:00 - price: -136,2023-05-13 12:54:00 - price: -137,Bryan Battle
2023-05-13,UFC Fight Night: Smith vs Walker,Ian Machado Garry,2023-04-26 19:08:00 - price: -212,2023-05-11 16:15:00 - price: -304,2023-05-13 16:08:00 - price: -298,Daniel Rodriguez,2023-04-26 19:08:00 - price: +182,2023-05-11 16:15:00 - price: +239,2023-05-13 16:08:00 - price: +239,Ian Machado Garry
2023-05-13,UFC Fight Night: Smith vs Walker,Anthony Smith,2023-04-26 19:08:00 - price: +135,2023-05-11 16:42:00 - price: -111,2023-05-13 16:44:00 - price: +100,Johnny Walker,2023-04-26 19:08:00 - price: -155,2023-05-11 16:42:00 - price: -111,2023-05-13 16:44:00 - price: -121,Johnny Walker
2023-05-13,UFC Fight Night: Smith vs Walker,Mandy Bohm,2023-04-26 19:12:00 - price: +210,2023-05-11 12:32:00 - price: +160,2023-05-13 13:12:00 - price: +201,Ji Yeon Kim,2023-04-26 19:12:00 - price: -250,2023-05-11 12:32:00 - price: -194,2023-05-13 13:12:00 - price: -248,Mandy Bohm
2023-05-13,UFC Fight Night: Smith vs Walker,Jailton Almeida,2023-04-26 19:02:00 - price: -310,2023-05-11 17:20:00 - price: -529,2023-05-13 17:16:00 - price: -514,Jairzinho Rozenstruik,2023-04-26 19:02:00 - price: +260,2023-05-11 17:20:00 - price: +386,2023-05-13 17:16:00 - price: +381,Jailton Almeida
2023-05-13,UFC Fight Night: Smith vs Walker,Tim Means,2023-04-26 19:10:00 - price: +275,2023-05-11 15:20:00 - price: +184,2023-05-13 15:16:00 - price: +180,Alex Morono,2023-04-26 19:10:00 - price: -325,2023-05-11 15:20:00 - price: -229,2023-05-13 15:16:00 - price: -221,Alex Morono
2023-05-06,UFC Fight Night 225,Virna Jandiroba,2023-04-14 17:42:00 - price: +235,2023-05-04 20:19:00 - price: +111,2023-05-06 20:15:00 - price: -105,Marina Rodriguez,2023-04-14 17:42:00 - price: -275,2023-05-04 20:19:00 - price: -136,2023-05-06 20:15:00 - price: -116,Virna Jandiroba
2023-05-06,UFC Fight Night 225,Kron Gracie,2023-04-14 17:42:00 - price: +160,2023-05-04 22:18:00 - price: +144,2023-05-06 22:18:00 - price: +141,Charles Jourdain,2023-04-14 17:42:00 - price: -185,2023-05-04 22:18:00 - price: -176,2023-05-06 22:18:00 - price: -170,Charles Jourdain
2023-05-06,UFC Fight Night 225,Gilbert Burns,2023-04-20 22:36:00 - price: -180,2023-05-04 23:32:00 - price: -128,2023-05-06 23:44:00 - price: -154,Belal Muhammad,2023-04-20 22:36:00 - price: +140,2023-05-04 23:32:00 - price: +105,2023-05-06 23:44:00 - price: +128,Belal Muhammad
2023-05-06,UFC Fight Night 225,Henry Cejudo,2023-11-28 20:56:00 - price: +130,2024-05-04 19:30:00 - price: -115,2024-05-07 00:36:00 - price: -120,Aljamain Sterling,2023-11-28 20:56:00 - price: -150,2024-05-04 19:30:00 - price: -106,2024-05-07 00:36:00 - price: +100,Aljamain Sterling
2023-05-06,UFC Fight Night 225,Devin Clark,2023-04-14 17:45:00 - price: -135,2023-05-04 21:08:00 - price: +156,2023-05-06 21:10:00 - price: +152,Kennedy Nzechukwu,2023-04-14 17:45:00 - price: +115,2023-05-04 21:08:00 - price: -189,2023-05-06 21:10:00 - price: -183,Kennedy Nzechukwu
2023-05-06,UFC Fight Night 225,Parker Porter,2023-04-14 17:52:00 - price: +148,2023-05-04 21:52:00 - price: -171,2023-05-06 19:30:00 - price: -177,Braxton Smith,2023-04-14 17:52:00 - price: -173,2023-05-04 21:52:00 - price: +140,2023-05-06 19:30:00 - price: +146,Parker Porter
2023-05-06,UFC Fight Night 225,Drew Dober,2023-04-14 17:42:00 - price: -350,2023-05-04 21:32:00 - price: -217,2023-05-06 21:38:00 - price: -227,Matt Frevola,2023-04-14 17:42:00 - price: +285,2023-05-04 21:32:00 - price: +176,2023-05-06 21:38:00 - price: +184,Matt Frevola
2023-04-29,UFC Fight Night 224,Martin Buday,2023-04-16 02:00:00 - price: -120,2023-04-27 18:21:00 - price: -109,2023-04-29 18:36:00 - price: -141,Jake Collier,2023-04-16 02:00:00 - price: +100,2023-04-27 18:21:00 - price: -111,2023-04-29 18:36:00 - price: +116,Martin Buday
2023-04-29,UFC Fight Night 224,Josh Quinlan,2023-04-24 11:04:00 - price: -225,2023-04-27 19:17:00 - price: -182,2023-04-29 19:17:00 - price: -235,Trey Waters,2023-04-24 11:04:00 - price: +190,2023-04-27 19:17:00 - price: +151,2023-04-29 19:17:00 - price: +192,Trey Waters
2023-04-29,UFC Fight Night 224,Cody Brundage,2023-04-08 17:46:00 - price: +170,2023-04-27 20:47:00 - price: +194,2023-04-29 20:31:00 - price: +196,Rodolfo Vieira,2023-04-08 17:46:00 - price: -200,2023-04-27 20:47:00 - price: -241,2023-04-29 20:31:00 - price: -242,Rodolfo Vieira
2023-04-29,UFC Fight Night 224,Ricky Simon,2023-04-12 15:54:00 - price: -140,2023-04-27 21:31:00 - price: -120,2023-04-29 21:30:00 - price: -139,Song Yadong,2023-04-12 15:54:00 - price: +115,2023-04-27 21:31:00 - price: -102,2023-04-29 21:30:00 - price: +115,Song Yadong
2023-04-29,UFC Fight Night 224,Irina Alekseeva,2023-04-08 17:46:00 - price: +175,2023-04-27 17:27:00 - price: +244,2023-04-29 17:47:00 - price: +286,Stephanie Egger,2023-04-08 17:46:00 - price: -205,2023-04-27 17:27:00 - price: -315,2023-04-29 17:47:00 - price: -368,Irina Alekseeva
2023-04-29,UFC Fight Night 224,Cody Durden,2023-04-08 17:46:00 - price: +125,2023-04-27 18:16:00 - price: +117,2023-04-29 18:04:00 - price: +118,Charles Johnson,2023-04-08 17:46:00 - price: -145,2023-04-27 18:35:00 - price: -144,2023-04-29 18:04:00 - price: -144,Cody Durden
2023-04-29,UFC Fight Night 224,Hailey Cowan,2023-04-08 17:46:00 - price: -205,2023-04-27 16:36:00 - price: +125,2023-04-29 16:43:00 - price: +137,Jamey-Lyn Horth,2023-04-08 17:46:00 - price: +175,2023-04-27 16:36:00 - price: -153,2023-04-29 16:43:00 - price: -165,Jamey-Lyn Horth
2023-04-29,UFC Fight Night 224,Julian Erosa,2023-04-08 17:46:00 - price: -325,2023-04-27 20:21:00 - price: -144,2023-04-29 20:12:00 - price: -153,Fernando Padilla,2023-04-08 17:46:00 - price: +275,2023-04-27 20:21:00 - price: +120,2023-04-29 20:12:00 - price: +126,Fernando Padilla
2023-04-22,UFC Fight Night 223,Junior Tafa,2023-03-31 08:14:00 - price: +100,2023-04-20 17:20:00 - price: -116,2023-04-22 17:33:00 - price: -119,Mohammed Usman,2023-03-31 08:14:00 - price: -120,2023-04-20 17:20:00 - price: -106,2023-04-22 17:33:00 - price: -102,Mohammed Usman
2023-04-22,UFC Fight Night 223,Norma Dumont,2023-03-31 08:14:00 - price: +190,2023-04-20 17:46:00 - price: -119,2023-04-22 17:59:00 - price: -120,Karol Rosa,2023-03-31 08:14:00 - price: -225,2023-04-20 17:46:00 - price: -104,2023-04-22 17:59:00 - price: -102,Norma Dumont
2023-04-22,UFC Fight Night 223,Curtis Blaydes,2023-03-31 08:12:00 - price: -200,2023-04-20 21:32:00 - price: -164,2023-04-22 21:08:00 - price: -137,Sergei Pavlovich,2023-03-31 08:12:00 - price: +170,2023-04-20 21:32:00 - price: +136,2023-04-22 21:08:00 - price: +114,Sergei Pavlovich
2023-04-22,UFC Fight Night 223,William Gomis,2023-03-31 08:20:00 - price: +330,2023-04-20 16:56:00 - price: +170,2023-04-22 17:06:00 - price: +164,Francis Marshall,2023-03-31 08:20:00 - price: -400,2023-04-20 16:56:00 - price: -210,2023-04-22 17:06:00 - price: -198,William Gomis
2023-04-22,UFC Fight Night 223,Christos Giagos,2023-03-31 08:12:00 - price: +190,2023-04-20 18:48:00 - price: +128,2023-04-22 18:38:00 - price: +137,Ricky Glenn,2023-03-31 08:12:00 - price: -225,2023-04-20 18:36:00 - price: -155,2023-04-22 18:38:00 - price: -165,Christos Giagos
2023-04-22,UFC Fight Night 223,Matthew Semelsberger,2023-03-31 08:11:00 - price: +120,2023-04-20 19:18:00 - price: -109,2023-04-22 19:15:00 - price: -124,Jeremiah Wells,2023-03-31 08:11:00 - price: -140,2023-04-20 19:18:00 - price: -112,2023-04-22 19:15:00 - price: +104,Jeremiah Wells
2023-04-22,UFC Fight Night 223,Montel Jackson,2023-03-31 08:11:00 - price: -500,2023-04-20 18:10:00 - price: -590,2023-04-22 18:23:00 - price: -608,Rani Yahya,2023-03-31 08:11:00 - price: +385,2023-04-20 18:10:00 - price: +427,2023-04-22 18:23:00 - price: +444,Montel Jackson
2023-04-15,UFC Fight Night: Holloway vs. Allen,Bruna Brasil,2023-03-22 08:36:00 - price: -160,2023-04-13 18:26:00 - price: -160,2023-04-15 18:26:00 - price: -149,Denise Gomes,2023-03-22 08:36:00 - price: +140,2023-04-13 18:02:00 - price: +133,2023-04-15 18:26:00 - price: +123,Denise Gomes
2023-04-15,UFC Fight Night: Holloway vs. Allen,Chris Gutierrez,2023-03-26 02:00:00 - price: -235,2023-04-13 21:12:00 - price: -210,2023-04-15 21:20:00 - price: -214,Pedro Munhoz,2023-03-26 02:00:00 - price: +200,2023-04-13 21:12:00 - price: +172,2023-04-15 21:20:00 - price: +176,Pedro Munhoz
2023-04-15,UFC Fight Night: Holloway vs. Allen,Arnold Allen,2023-03-26 02:00:00 - price: +125,2023-04-13 22:46:00 - price: +151,2023-04-15 23:08:00 - price: +143,Max Holloway,2023-03-26 02:00:00 - price: -145,2023-04-13 22:46:00 - price: -183,2023-04-15 23:08:00 - price: -172,Max Holloway
2023-04-15,UFC Fight Night: Holloway vs. Allen,Lando Vannata,2023-03-22 08:36:00 - price: +150,2023-04-13 18:46:00 - price: +104,2023-04-15 18:47:00 - price: +108,Daniel Zellhuber,2023-03-22 08:36:00 - price: -175,2023-04-13 18:46:00 - price: -127,2023-04-15 18:47:00 - price: -130,Daniel Zellhuber
2023-04-15,UFC Fight Night: Holloway vs. Allen,Joselyne Edwards,2023-03-22 08:36:00 - price: +150,2023-04-13 17:41:00 - price: +112,2023-04-15 17:35:00 - price: +115,Lucie Pudilova,2023-03-22 08:36:00 - price: -175,2023-04-13 17:41:00 - price: -137,2023-04-15 17:35:00 - price: -139,Joselyne Edwards
